,name,latitude,longitude,capacity,rackType,organisation,isSheltered,qr
12479,SEMBAWANG DRIVE BLOCK 313_YB,1.444533,103.821891,9,YELLOWBOX,,Y,SBW-009F
12480,460139-7,1.329464,103.935763,8,RACKS,HDB,Y,BDK-02D3
12481,BUS STOP 75231,1.347011,103.932916,23,YELLOWBOX,,N,
12482,640711-1,1.343283,103.695511,10,RACKS,HDB,Y,JRW-02BB
12483,ANCHORVALE ROAD BLOCK 326C_YB,1.395661,103.888014,10,YELLOWBOX,,Y,SKG-005D
12484,370093-1,1.322758,103.888148,6,RACKS,HDB,Y,GYL-014C
12485,521495-1,1.362477,103.950888,4,RACKS,HDB,Y,TPN-04AD
12486,522491-1,1.362462,103.953958,4,RACKS,HDB,Y,TPN-0510
12487,570145-2,1.344797,103.854473,4,RACKS,HDB,Y,
12488,390045-2,1.308604,103.884584,11,RACKS,HDB,Y,GYL-01EA
12489,BLK 216 HAWKER,1.327497,103.933093,80,RACKS,HDB,N,BDK-061C
12490,400318-3,1.328505,103.90333,9,RACKS,HDB,Y,GYL-026F
12491,460044-6,1.32909,103.926059,14,RACKS,HDB,Y,BDK-01E2
12492,640524-2,1.347203,103.717037,5,RACKS,HDB,Y,JRW-0238
12493,733887-1,1.437191,103.794674,5,RACKS,HDB,Y,WLS-062B
12494,822173-2,1.396717,103.909905,8,RACKS,HDB,Y,PGL-028C
12495,542306-2,1.389816,103.888549,5,RACKS,HDB,Y,SKG-02F8
12496,BUS STOP 96299,1.341074,103.956855,10,YELLOWBOX,,N,TPN-0669
12497,791464_3,1.39743,103.876286,10,RACKS,HDB,Y,SKG-06C5
12498,821623-4,1.399652,103.912129,6,RACKS,HDB,Y,PGL-01F6
12499,420003-2,1.31604,103.899021,22,RACKS,HDB,N,GYL-02C1
12500,HOUGANG AVENUE 5 BLOCK 317_YB,1.365303,103.896189,13,YELLOWBOX,,Y,HOG-0184
12501,BUS STOP 13079,1.296166,103.832586,10,YELLOWBOX,,N,RIV-0008
12502,BUS STOP 19031,1.311342,103.778211,10,YELLOWBOX,,N,QST-01C9
12503,820182-3,1.399164,103.909325,14,RACKS,HDB,Y,PGL-00CE
12504,672442-2,1.381578,103.771642,8,RACKS,HDB,Y,BPJ-02DE
12505,320095-2,1.322238,103.856287,10,RACKS,HDB,Y,NOV-0018
12506,570207-3,1.354815,103.848023,6,RACKS,HDB,Y,BIS-00F4
12507,730323-1,1.431147,103.77916,9,RACKS,HDB,Y,WLS-02C4
12508,731693_3,1.438816,103.803567,10,RACKS,HDB,Y,WLS-0607
12509,461063-3,1.323817,103.94002,9,RACKS,HDB,Y,BDK-0440
12510,BUS STOP 71159,1.327776,103.894304,10,YELLOWBOX,,N,GYL-0340
12511,521159-4,1.351105,103.946098,9,RACKS,HDB,Y,TPN-0477
12512,550305-2,1.35391,103.867184,10,RACKS,HDB,Y,SRG-0037
12513,543290-3,1.396712,103.897399,10,RACKS,HDB,Y,SKG-03BE
12514,792433-9,1.394023,103.877669,14,RACKS,HDB,Y,SKG-0564
12515,600050-2,1.320474,103.738013,5,RACKS,HDB,Y,JRE-00C4
12516,650383-2,1.362275,103.752228,6,RACKS,HDB,Y,BKB-0137
12517,822327-3,1.4122,103.89954,10,RACKS,HDB,Y,PGL-02F9
12518,TAMPINES MRT YB_6,1.356033,103.942437,10,YELLOWBOX,,N,TPN-06EB
12519,511528-2,1.370214,103.947986,8,RACKS,HDB,Y,PSR-036B
12520,530950-1,1.375387,103.878635,8,RACKS,HDB,Y,HOG-0424
12521,HAVELOCK ROAD BLOCK 50_YB,1.290087,103.826535,33,YELLOWBOX,,N,BKM-0026
12522,643667-1,1.341214,103.702097,2,RACKS,HDB,Y,JRW-044D
12523,570207-2,1.354724,103.848131,8,RACKS,HDB,Y,BIS-00F2
12524,CANBERRA ROAD BLOCK 308_YB,1.446491,103.821715,8,YELLOWBOX,,Y,SBW-009A
12525,560253-2,1.369732,103.834596,12,RACKS,HDB,Y,AMK-005D
12526,730577-1,1.431008,103.7967,7,RACKS,HDB,Y,WLS-0346
12527,169715-2,1.283037,103.832393,5,RACKS,HDB,N,BKM-02D5
12528,210047-2,1.315012,103.849873,7,RACKS,HDB,Y,KLG-00C7
12529,670503-1,1.384237,103.76662,11,RACKS,HDB,Y,BPJ-0207
12530,731887_3,1.437127,103.793965,12,RACKS,HDB,Y,WLS-060C
12531,460134-7,1.328358,103.936919,12,RACKS,HDB,Y,BDK-02C5
12532,EUNOS CRESCENT BLOCK 22_YB,1.324725,103.901791,10,YELLOWBOX,,Y,GYL-024A
12533,363213_1,1.342952,103.874481,22,RACKS,HDB,Y,TPY-0340
12534,BUS STOP 44819,1.387055,103.760071,10,YELLOWBOX,,N,BPJ-0144
12535,WOODLANDS DRIVE 14 BLOCK 531_YB,1.430962,103.792875,10,YELLOWBOX,,Y,WLS-01AF
12536,460080-6,1.328494,103.940502,21,RACKS,HDB,Y,BDK-0227
12537,NANYANG POLY BTW BLKS M AND N,1.378331,103.850229,24,RACKS,NANYANG POLY,N,AMK-039C
12538,760220-P1,1.433029,103.835398,6,RACKS,HDB,Y,YSH-0679
12539,310057-1,1.33703,103.85149,2,RACKS,HDB,Y,TPY-00EB
12540,600021-3,1.323644,103.739043,5,RACKS,HDB,Y,JRE-0072
12541,640760-1,1.349485,103.699739,6,RACKS,HDB,Y,JRW-05FC
12542,520459-2,1.358349,103.953635,10,RACKS,HDB,Y,TPN-029E
12543,PETIR ROAD BLOCK 229_YB,1.375262,103.771614,16,YELLOWBOX,,Y,BPJ-01A6
12544,460002-7,1.321339,103.9336,12,RACKS,HDB,Y,BDK-0136
12545,520898-1,1.347346,103.934671,6,RACKS,HDB,Y,TPN-03E5
12546,823661-1,1.402061,103.917134,8,RACKS,HDB,Y,PGL-0427
12547,640746-1,1.347468,103.697648,5,RACKS,HDB,Y,JRW-02E9
12548,542318-1,1.393777,103.889246,6,RACKS,HDB,Y,SKG-030C
12549,POTONG PASIR MRT B,1.331251,103.869448,48,RACKS,MRT,N,TPY-0076
12550,541190-1,1.395098,103.902786,3,RACKS,HDB,Y,SKG-0186
12551,652440-1,1.355125,103.738312,8,RACKS,HDB,Y,BKB-01D2
12552,274018-2,1.310267,103.791701,5,RACKS,HDB,Y,QST-01A6
12553,533980-1,1.380128,103.881193,2,RACKS,HDB,Y,HOG-044E
12554,530548-1,1.379559,103.891254,10,RACKS,HDB,Y,HOG-0245
12555,680458-1,1.377995,103.735883,6,RACKS,HDB,Y,CCK-01D2
12556,543305-2,1.389124,103.887747,4,RACKS,HDB,Y,SKG-03D6
12557,142089-1,1.295558,103.811806,10,RACKS,HDB,N,QST-014B
12558,822565_1,1.399352,103.921513,34,RACKS,HDB,Y,PGL-0547
12559,540125-2,1.389142,103.903154,6,RACKS,HDB,Y,
12560,JALAN TECK WHYE BLOCK 152_1,1.378847,103.758197,5,RACKS,HDB,Y,CCK-0001
12561,WOODLANDS AVENUE 6 BLOCK 791_YB,1.442726,103.802268,13,YELLOWBOX,,Y,WLS-0126
12562,JELAPANG ROAD BLOCK 506_YB,1.387065,103.768041,11,YELLOWBOX,,Y,BPJ-00D2
12563,310256-2,1.332055,103.858654,8,RACKS,HDB,Y,TPY-01E4
12564,BUS STOP 64239,1.364579,103.89699,10,YELLOWBOX,,N,HOG-045E
12565,822668-1,1.40479,103.913297,6,RACKS,HDB,Y,PGL-002F
12566,460556-1,1.332626,103.922469,12,RACKS,HDB,Y,BDK-0409
12567,650383-1,1.36229,103.752378,10,RACKS,HDB,Y,BKB-0137
12568,140130-1,1.292946,103.814732,5,RACKS,HDB,Y,QST-00E7
12569,541318-1,1.391975,103.888899,1,RACKS,HDB,Y,SKG-0221
12570,641676-5,1.345768,103.704562,5,RACKS,HDB,Y,JRW-03EA
12571,523953_1,1.342369,103.935844,8,RACKS,HDB,Y,TPN-07EB
12572,PUNGGOL ROAD BLOCK 297A_1,1.395259,103.900706,5,RACKS,HDB,Y,SKG-00D0
12573,570306-1,1.350062,103.839173,3,RACKS,HDB,Y,BIS-018C
12574,MARINE DRIVE BLOCK 66_YB,1.303892,103.910101,6,YELLOWBOX,,Y,MRP-0023
12575,520123-4,1.345436,103.953338,8,RACKS,HDB,Y,TPN-00B3
12576,BUS STOP 12209,1.326097,103.764367,10,YELLOWBOX,,N,CMT-018B
12577,762676-3,1.421629,103.842697,16,RACKS,HDB,Y,YSH-0565
12578,PUNGGOL WATERWAY PARK (SAFRA),1.410375,103.906793,10,YELLOWBOX,,N,PGL-0021
12579,140164-1,1.291523,103.802401,6,RACKS,HDB,Y,QST-00FE
12580,822270-1,1.404294,103.898973,6,RACKS,HDB,Y,PGL-02D2
12581,WOODLANDS RING ROAD BLOCK 638_YB,1.437189,103.803184,7,YELLOWBOX,,Y,WLS-0149
12582,680124-2,1.379985,103.749845,10,RACKS,HDB,Y,CCK-0147
12583,521861-1,1.354699,103.937518,10,RACKS,HDB,Y,TPN-04C2
12584,510521-2,1.373458,103.944764,5,RACKS,HDB,Y,PSR-025E
12585,730550-1,1.432809,103.794923,7,RACKS,HDB,Y,WLS-0339
12586,BUS STOP 67299,1.387042,103.889332,10,YELLOWBOX,,N,SKG-0628
12587,KALLANG MRT YB_1,1.311753,103.871464,10,YELLOWBOX,,N,KLG-023B
12588,542258-2,1.39297,103.897545,2,RACKS,HDB,Y,SKG-029B
12589,670201-1,1.371703,103.775027,6,RACKS,HDB,Y,BPJ-0280
12590,670227-1,1.375101,103.771355,8,RACKS,HDB,Y,BPJ-01A5
12591,641216-1,1.350107,103.71155,5,RACKS,HDB,Y,JRW-03AA
12592,642648-1,1.338498,103.697922,8,RACKS,HDB,Y,JRW-060B
12593,YISHUN RING ROAD BLOCK 426D_YB,1.423258,103.847584,18,YELLOWBOX,,Y,YSH-05AD
12594,ANCHORVALE LINK BLOCK 301B_YB,1.389247,103.890977,10,YELLOWBOX,,Y,SKG-02E3
12595,644663-1,1.338782,103.702262,4,RACKS,HDB,Y,JRW-04F9
12596,BUANGKOK CRESCENT BLOCK 981B_A_YB,1.380551,103.880267,11,YELLOWBOX,,Y,HOG-00D4
12597,730875_3,1.442478,103.789249,10,RACKS,HDB,Y,WLS-05FC
12598,190008-3,1.304725,103.863883,20,RACKS,HDB,Y,KLG-0088
12599,560231-1,1.368773,103.837368,17,RACKS,HDB,Y,AMK-0172
12600,650405-1,1.365667,103.745626,4,RACKS,HDB,Y,BKB-014A
12601,310220-3,1.342523,103.856478,6,RACKS,HDB,Y,TPY-01BA
12602,610333-1,1.339589,103.723082,8,RACKS,HDB,Y,JRW-00F2
12603,550211-1,1.356333,103.873473,12,RACKS,HDB,Y,SRG-00E9
12604,520441-1,1.360491,103.952171,6,RACKS,HDB,N,TPN-0288
12605,470712-3,1.336026,103.922344,4,RACKS,HDB,Y,BDK-050C
12606,KENYON ENGINEERING,1.379981,103.973539,13,YELLOWBOX,,N,PSR-0396
12607,542208-3,1.384677,103.898764,6,RACKS,HDB,Y,SKG-0283
12608,520104-1,1.347227,103.946453,9,RACKS,HDB,Y,TPN-0432
12609,530512-2,1.371451,103.888469,5,RACKS,HDB,N,HOG-021B
12610,460051-4,1.32883,103.921696,5,RACKS,HDB,Y,BDK-01ED
12611,521488-4,1.360433,103.957325,14,RACKS,HDB,Y,TPN-04A2
12612,530635-2,1.370199,103.879221,2,RACKS,HDB,Y,HOG-02A7
12613,821614-2,1.403682,103.909137,14,RACKS,HDB,Y,PGL-01E7
12614,760628-3,1.418157,103.837143,8,RACKS,HDB,Y,YSH-0399
12615,821641-4,1.3986,103.916851,4,RACKS,HDB,Y,PGL-020F
12616,670173-1,1.379864,103.766865,5,RACKS,HDB,Y,BPJ-0042
12617,640647-1,1.340159,103.697342,4,RACKS,HDB,Y,JRW-029B
12618,470713-2,1.336882,103.922444,10,RACKS,HDB,Y,BDK-0645
12619,460502-3,1.33117,103.930851,5,RACKS,HDB,Y,BDK-037E
12620,643686-2,1.342288,103.704416,3,RACKS,HDB,Y,JRW-04CD
12621,BUS STOP 63379,1.371063,103.885414,10,YELLOWBOX,,N,HOG-0429
12622,730218-1,1.446501,103.773479,11,RACKS,HDB,Y,WLS-02B7
12623,310128-4,1.338379,103.84455,21,RACKS,HDB,N,TPY-0138
12624,510648-3,1.378869,103.938746,8,RACKS,HDB,Y,PSR-0303
12625,730826-1,1.439371,103.789772,24,RACKS,HDB,Y,WLS-0234
12626,670101-1,1.379195,103.767414,3,RACKS,HDB,Y,BPJ-015B
12627,600044-7,1.320797,103.741383,4,RACKS,HDB,Y,JRE-00BA
12628,085401-1,1.276893,103.841609,14,RACKS,HDB,Y,OUT-000D
12629,330044-1,1.322078,103.866455,4,RACKS,HDB,N,KLG-0176
12630,BUKIT GOMBAK MRT B2,1.358695,103.752093,40,RACKS,LTA,N,BKB-005F
12631,730034-2,1.443935,103.771875,6,RACKS,HDB,Y,WLS-0034
12632,792415-3,1.388821,103.880005,12,RACKS,HDB,Y,SKG-054B
12633,510159-2,1.363749,103.961232,5,RACKS,HDB,Y,PSR-00D1
12634,542334-1,1.398458,103.890067,3,RACKS,HDB,Y,SKG-033A
12635,KAKI BUKIT MRT A,1.335317,103.909367,28,RACKS,MRT,N,BDK-00DB
12636,542172_1,1.387288,103.910415,32,RACKS,HDB,Y,SKG-06B0
12637,733684-1,1.44143,103.804057,8,RACKS,HDB,Y,WLS-039B
12638,760350-2,1.425837,103.84404,10,RACKS,HDB,Y,YSH-02E4
12639,463094-3,1.33342,103.942378,8,RACKS,HDB,Y,BDK-0477
12640,822662-4,1.401716,103.918715,4,RACKS,HDB,Y,PGL-033B
12641,500002-3,1.38899,103.98806,17,RACKS,HDB,N,CGI-0022
12642,527497-3,1.359291,103.959615,5,RACKS,HDB,Y,TPN-05D1
12643,CLEMENTI AVENUE 2 BLOCK 351_YB,1.31535,103.770857,6,YELLOWBOX,,Y,CMT-00B2
12644,552506-1,1.37269,103.875832,5,RACKS,HDB,Y,SRG-01B6
12645,460183-1,1.326375,103.941782,3,RACKS,HDB,Y,BDK-02F6
12646,464094-1,1.333709,103.941342,4,RACKS,HDB,Y,BDK-0482
12647,470722-2,1.336632,103.92817,5,RACKS,HDB,Y,BDK-0520
12648,520490-5,1.361776,103.956992,10,RACKS,HDB,Y,TPN-04A6
12649,510191-2,1.366096,103.958739,15,RACKS,HDB,Y,PSR-00EE
12650,322117-3,1.328353,103.86094,5,RACKS,HDB,Y,NOV-00BC
12651,460541-1,1.331294,103.922725,3,RACKS,HDB,Y,BDK-03EA
12652,640427-1,1.351159,103.725962,5,RACKS,HDB,Y,JRW-01B6
12653,824677-1,1.405925,103.910375,9,RACKS,HDB,Y,PGL-04B5
12654,681672-1,1.401882,103.747407,4,RACKS,HDB,Y,CCK-005B
12655,820645-1,1.397875,103.916151,12,RACKS,HDB,Y,PGL-0104
12656,560427-1,1.369272,103.85471,7,RACKS,HDB,Y,AMK-0203
12657,100060-1,1.27623,103.811777,10,RACKS,HDB,Y,BKM-0131
12658,120425-1,1.309732,103.771214,17,RACKS,HDB,Y,CMT-00DB
12659,TOA PAYOH SOUTH CC,1.334435,103.859261,8,RACKS,PA,N,TPY-02A4
12660,693133_1,1.355919,103.731725,10,RACKS,HDB,Y,TEG-004E
12661,792413-2,1.389655,103.878573,5,RACKS,HDB,Y,SKG-0541
12662,570156-2,1.345286,103.856756,8,RACKS,HDB,Y,BIS-00AA
12663,TENGAH BI EXIT 1,1.362274,103.736028,82,RACKS,LTA,Y,TEG-0059
12664,792430-5,1.393888,103.878106,4,RACKS,HDB,Y,SKG-0554
12665,520248-1,1.35142,103.946955,8,RACKS,HDB,N,TPN-0161
12666,BUS STOP 24571,1.323667,103.668965,10,YELLOWBOX,,N,PIO-005B
12667,640723-4,1.344509,103.698195,6,RACKS,HDB,Y,JRW-02CE
12668,650131-1,1.350801,103.746298,6,RACKS,HDB,Y,BKB-007D
12669,522495-1,1.362906,103.951336,5,RACKS,HDB,Y,TPN-0519
12670,760785-P1,1.421406,103.833791,12,RACKS,HDB,Y,YSH-0667
12671,FAJAR ROAD BLOCK 443 C_YB,1.383511,103.771026,15,YELLOWBOX,,Y,BPJ-011A
12672,310036-3,1.334842,103.855019,12,RACKS,HDB,Y,TPY-00CE
12673,BUS STOP 27309,1.340943,103.69442,10,YELLOWBOX,,N,JRW-05A2
12674,BUS STOP 58249,1.447096,103.821087,10,YELLOWBOX,,N,SBW-025E
12675,ANG MO KIO AVENUE 3 BLOCK 563_YB,1.3699,103.857814,11,YELLOWBOX,,Y,AMK-0008
12676,680626-1,1.398219,103.746233,12,RACKS,HDB,Y,CCK-023B
12677,WIHC_1,1.425571,103.793654,36,RACKS,MOH,N,WLS-0663
12678,YISHUN RING ROAD BLOCK 387_YB,1.429589,103.847473,13,YELLOWBOX,,Y,YSH-001A
12679,BUS STOP 84311,1.330045,103.927628,10,YELLOWBOX,,N,BDK-05E2
12680,670242-2,1.380098,103.772072,8,RACKS,HDB,Y,BPJ-01B2
12681,680601-1,1.396936,103.74511,6,RACKS,HDB,N,CCK-0033
12682,101091-1,1.276595,103.806811,12,RACKS,HDB,Y,BKM-014D
12683,521630-1,1.364167,103.942346,12,RACKS,HDB,Y,TPN-07D0
12684,BUS STOP 58419_R,1.454674,103.816001,10,YELLOWBOX,,N,
12685,753115-1,1.445948,103.829606,18,RACKS,HDB,Y,SBW-01F4
12686,TEMASEK POLY BLK 29A,1.343361,103.933065,15,RACKS,TEMASEK POLY,N,TPN-069D
12687,400022-1,1.324782,103.902332,4,RACKS,HDB,Y,GYL-0249
12688,WEST COAST DRIVE BLOCK 506_YB,1.312499,103.761159,28,YELLOWBOX,,N,CMT-0006
12689,460080-3,1.328569,103.940962,9,RACKS,HDB,Y,BDK-0228
12690,BUS STOP 47049,1.452427,103.792466,10,YELLOWBOX,,N,WLS-052B
12691,682815-2,1.376769,103.747401,22,RACKS,HDB,Y,CCK-0347
12692,670270-1,1.376517,103.774259,10,RACKS,HDB,Y,BPJ-01BD
12693,320018-1,1.324294,103.862995,5,RACKS,HDB,Y,KLG-0104
12694,640754-2,1.348729,103.700471,8,RACKS,HDB,Y,JRW-02F4
12695,672546-2,1.388835,103.769806,10,RACKS,HDB,Y,BPJ-02CC
12696,760764-1,1.425313,103.834178,6,RACKS,HDB,N,YSH-0429
12697,760173-1,1.436997,103.830788,9,RACKS,HDB,Y,YSH-008A
12698,BUS STOP 81149,1.312158,103.889832,10,YELLOWBOX,,N,GYL-034E
12699,525494-2,1.364316,103.953417,7,RACKS,HDB,Y,TPN-0594
12700,380111-1,1.320402,103.884504,4,RACKS,HDB,Y,GYL-01A9
12701,PINE CLOSE BLOCK 9_YB,1.309473,103.882326,6,YELLOWBOX,,Y,GYL-007A
12702,BUS STOP 52109,1.326912,103.858266,10,YELLOWBOX,,N,NOV-00D4
12703,750416-1,1.451843,103.819185,8,RACKS,HDB,Y,SBW-012F
12704,510558-1,1.366773,103.951845,5,RACKS,HDB,Y,PSR-0298
12705,520431-2,1.359467,103.950752,6,RACKS,HDB,Y,TPN-0279
12706,563310-6,1.364568,103.844847,4,RACKS,HDB,Y,AMK-0377
12707,510628-3,1.379353,103.94097,10,RACKS,HDB,Y,PSR-02ED
12708,522523-1,1.359899,103.938509,5,RACKS,HDB,Y,TPN-052D
12709,CLEMENTI AVENUE 5 BLOCK 379_YB,1.317973,103.76784,6,YELLOWBOX,,Y,CMT-001B
12710,CHOA CHU KANG CRESCENT BLOCK 678_YB,1.40191,103.744064,10,YELLOWBOX,,Y,CCK-0066
12711,410643-1,1.331076,103.905863,5,RACKS,HDB,Y,BDK-0111
12712,370045-3,1.326319,103.886138,5,RACKS,HDB,N,GYL-011D
12713,BUS STOP 21319,1.323755,103.709805,10,YELLOWBOX,,N,BLY-002C
12714,570111-1,1.347093,103.848142,6,RACKS,HDB,Y,BIS-0077
12715,BUS STOP 49121,1.435372,103.75493,10,YELLOWBOX,,N,SGK-0034
12716,531933-1,1.37571,103.882161,12,RACKS,HDB,Y,HOG-038E
12717,541164-1,1.390078,103.907588,22,RACKS,HDB,Y,SKG-017A
12718,530913-2,1.378046,103.884054,10,RACKS,HDB,Y,HOG-032C
12719,460134-5,1.328264,103.936444,11,RACKS,HDB,Y,BDK-02C7
12720,671641_1,1.387972,103.761797,22,RACKS,HDB,Y,BPJ-02FD
12721,550209-1,1.35408,103.874491,10,RACKS,HDB,Y,SRG-00E7
12722,YISHUN STREET 71 BLOCK 721_YB,1.426076,103.828941,16,YELLOWBOX,,Y,YSH-00D9
12723,410637-1,1.330984,103.90385,7,RACKS,HDB,Y,BDK-010A
12724,BUS STOP 64081,1.349581,103.949447,10,YELLOWBOX,,N,TPN-06F7
12725,760645-1,1.421847,103.83841,8,RACKS,HDB,Y,YSH-03BB
12726,821676-2,1.404921,103.909885,11,RACKS,HDB,Y,PGL-0237
12727,BEDOK RESERVOIR ROAD BLOCK 108_YB,1.330255,103.909221,16,YELLOWBOX,,Y,BDK-0492
12728,651194-2,1.345054,103.745336,8,RACKS,HDB,Y,BKB-018A
12729,WOODLANDS AVENUE 9 BLOCK 879_YB,1.444932,103.792253,16,YELLOWBOX,,Y,WLS-018C
12730,440075-1,1.303329,103.907332,6,RACKS,HDB,Y,MRP-00FE
12731,WOODLANDS AVENUE 6 BLOCK 679_YB,1.439987,103.801992,16,YELLOWBOX,,N,WLS-0527
12732,560503-1,1.375422,103.848579,5,RACKS,HDB,Y,AMK-0269
12733,550509-2,1.37175,103.876222,8,RACKS,HDB,Y,SRG-0160
12734,DAKOTA CRESCENT BLOCK 62_YB,1.307772,103.888924,6,YELLOWBOX,,Y,GYL-006F
12735,150035-2,1.288051,103.809015,6,RACKS,HDB,Y,BKM-0179
12736,BUKIT BATOK STREET 31 BLOCK 308_YB,1.358499,103.748022,16,YELLOWBOX,,Y,BKB-00FF
12737,TEMASEK POLY BLK 28,1.345352,103.932151,11,RACKS,TEMASEK POLY,N,TPN-0675
12738,670454-4,1.384576,103.771597,8,RACKS,HDB,Y,BPJ-029C
12739,BUS STOP 67269,1.386059,103.895099,10,YELLOWBOX,,N,SKG-0623
12740,730743-1,1.443933,103.79659,4,RACKS,HDB,Y,WLS-03D7
12741,760855-2,1.417174,103.83712,8,RACKS,HDB,Y,YSH-04A2
12742,822662-3,1.401767,103.918548,4,RACKS,HDB,Y,PGL-0339
12743,510228-2,1.371992,103.961777,9,RACKS,HDB,Y,PSR-0129
12744,752359-2,1.449228,103.815118,8,RACKS,HDB,N,SBW-01C9
12745,370041-1,1.327,103.886126,6,RACKS,HDB,Y,GYL-0110
12746,HOUGANG STREET 51 BLOCK 558_YB,1.380665,103.889495,10,YELLOWBOX,,Y,HOG-0059
12747,531476-1,1.377013,103.904203,26,RACKS,HDB,Y,HOG-0388
12748,400012-3,1.322188,103.903924,4,RACKS,HDB,Y,GYL-001F
12749,HOUGANG STREET 11 BLOCK 155_YB,1.352455,103.880046,16,YELLOWBOX,,Y,HOG-00C2
12750,520836-3,1.350655,103.935069,9,RACKS,HDB,Y,TPN-06DC
12751,BUS STOP 64341,1.372803,103.886277,13,YELLOWBOX,,N,HOG-003C
12752,760620-2,1.418999,103.834545,13,RACKS,HDB,Y,YSH-038A
12753,670479-1,1.389733,103.772734,4,RACKS,HDB,Y,BPJ-01FC
12754,640852-2,1.347597,103.692947,16,RACKS,HDB,Y,JRW-034C
12755,460037-6,1.325224,103.926372,25,RACKS,HDB,N,BDK-003D
12756,530962-1,1.377665,103.87823,4,RACKS,HDB,Y,HOG-0362
12757,550536-2,1.373594,103.87519,6,RACKS,HDB,Y,SRG-018F
12758,470608-1,1.331314,103.912054,9,RACKS,HDB,Y,BDK-04C8
12759,644659-4,1.336619,103.702603,7,RACKS,HDB,Y,JRW-04F2
12760,160142-2,1.277203,103.82777,6,RACKS,HDB,Y,BKM-0219
12761,530307-1,1.366615,103.894837,5,RACKS,HDB,Y,HOG-0174
12762,560321-1,1.365156,103.848463,13,RACKS,HDB,Y,AMK-019E
12763,464029-16,1.323862,103.935917,11,RACKS,HDB,Y,BDK-0481
12764,822677-1,1.405427,103.909639,10,RACKS,HDB,Y,PGL-035F
12765,SOO CHOW WALK PLAYGROUND,1.353273,103.832342,7,YELLOWBOX,,N,BIS-01D4
12766,680290-1,1.378933,103.740314,6,RACKS,HDB,Y,CCK-01A2
12767,321026-4,1.322524,103.862232,6,RACKS,HDB,Y,KLG-025C
12768,080107-3,1.273665,103.834824,6,RACKS,HDB,Y,BKM-00C5
12769,HOLLAND CLOSE BLOCK 32_YB,1.306483,103.796464,13,YELLOWBOX,,Y,QST-0175
12770,BUS STOP 1113,1.301161,103.856039,16,YELLOWBOX,,N,DTC-000D
12771,652441-1,1.35615,103.738781,4,RACKS,HDB,Y,BKB-01D5
12772,600063-1,1.321201,103.739564,6,RACKS,HDB,Y,JRE-00DE
12773,123210_1,1.32329,103.763546,20,RACKS,HDB,Y,CMT-01A9
12774,CHOA CHU KANG CRESCENT BLOCK 683A_YB,1.404096,103.745411,10,YELLOWBOX,,Y,CCK-006B
12775,543264-1,1.381445,103.89611,5,RACKS,HDB,Y,SKG-039D
12776,532998-1,1.38421,103.880446,4,RACKS,HDB,Y,HOG-047A
12777,520704-2,1.35671,103.937389,8,RACKS,HDB,Y,TPN-02D3
12778,570157-2,1.346066,103.856509,8,RACKS,HDB,Y,BIS-00AC
12779,310017-4,1.33648,103.856329,18,RACKS,HDB,Y,TPY-009F
12780,570022-3,1.358152,103.839539,10,RACKS,HDB,Y,BIS-005E
12781,BUS STOP 12059,1.320055,103.773721,10,YELLOWBOX,,N,BKT-00AB
12782,310075-2,1.336278,103.852762,6,RACKS,HDB,N,TPY-00FF
12783,520884-2,1.351494,103.932899,10,RACKS,HDB,Y,TPN-03C9
12784,JURONG WEST STREET 71 BLOCK 723_YB,1.344587,103.697798,16,YELLOWBOX,,Y,JRW-0076
12785,793472-5,1.396457,103.881085,12,RACKS,HDB,Y,SKG-05FA
12786,142062-1,1.294506,103.81129,8,RACKS,HDB,Y,QST-014A
12787,BUS STOP 21311,1.323378,103.709551,10,YELLOWBOX,,N,BLY-002B
12788,080102-2,1.274786,103.836159,6,RACKS,HDB,Y,BKM-00B6
12789,460020-1,1.320005,103.933613,4,RACKS,HDB,Y,BDK-0176
12790,SEMBAWANG DRIVE BLOCK 466D_YB,1.455979,103.81363,21,YELLOWBOX,,Y,SBW-0064
12791,762316-2,1.432865,103.842868,10,RACKS,HDB,Y,YSH-0155
12792,470701-2,1.337693,103.919142,10,RACKS,HDB,Y,BDK-04FD
12793,460085-1,1.331595,103.938961,6,RACKS,HDB,N,BDK-023C
12794,BUS STOP 81091,1.320157,103.881596,10,YELLOWBOX,,N,GYL-0355
12795,730670_4,1.438874,103.799687,8,RACKS,HDB,Y,WLS-05EC
12796,510127-3,1.365776,103.955469,5,RACKS,HDB,Y,PSR-00A6
12797,MACPHERSON MRT C_2,1.325185,103.890282,30,RACKS,HDB,N,GYL-032B
12798,390052-1,1.310808,103.885273,16,RACKS,HDB,Y,GYL-01F8
12799,541200-4,1.387118,103.892241,12,RACKS,HDB,Y,SKG-0279
12800,682488-1,1.376962,103.739255,12,RACKS,HDB,Y,CCK-00E9
12801,102103-1,1.280741,103.813174,5,RACKS,HDB,Y,BKM-02BF
12802,BOON LAY DRIVE BLOCK 200_YB-1,1.343209,103.714738,13,YELLOWBOX,,N,JRW-0167
12803,600320-3,1.348681,103.730836,5,RACKS,HDB,Y,JRE-003B
12804,DUCHESS ROAD,1.325296,103.80839,13,YELLOWBOX,,N,TKK-0001
12805,680518-1,1.391133,103.742461,12,RACKS,HDB,Y,CCK-01F0
12806,BUS STOP 90019,1.296485,103.869021,10,YELLOWBOX,,N,KLG-0004
