,name,latitude,longitude,capacity,rackType,organisation,isSheltered,qr
328,560649-2,1.37787,103.844146,6,RACKS,HDB,Y,AMK-03FC
329,161052-5,1.289474,103.828712,10,RACKS,HDB,Y,BKM-024D
330,HARBOURFRONT MRT_3,1.265949,103.82147,10,RACKS,LTA,N,BKM-02D6
331,792472-3,1.39697,103.881121,16,RACKS,HDB,Y,SKG-05A8
332,730668_5,1.439179,103.798417,12,RACKS,HDB,Y,WLS-0393
333,OPPOSITE GSK,1.297459,103.629207,10,YELLOWBOX,,N,TUS-002C
334,736780-2,1.447817,103.801259,6,RACKS,HDB,Y,WLS-0506
335,560541-1,1.374451,103.855248,6,RACKS,HDB,Y,AMK-0293
336,310146-1,1.334573,103.846588,5,RACKS,HDB,Y,TPY-014F
337,510407-3,1.373651,103.954836,26,RACKS,HDB,Y,PSR-0191
338,792461_1,1.394567,103.871674,18,RACKS,HDB,Y,SKG-069C
339,BUS STOP 63219,1.368715,103.876294,8,YELLOWBOX,,N,HOG-001A
340,460211-8,1.324681,103.931875,6,RACKS,HDB,Y,BDK-030E
341,510481-5,1.373947,103.958783,6,RACKS,HDB,Y,PSR-0229
342,824316-1,1.408901,103.896737,4,RACKS,HDB,Y,PGL-0498
343,792413-4,1.38978,103.87843,8,RACKS,HDB,Y,SKG-0543
344,TOH GUAN ROAD BLOCK 269_YB,1.341462,103.745554,13,YELLOWBOX,,Y,JRE-0017
345,640832-3,1.343824,103.69498,5,RACKS,HDB,Y,JRW-0327
346,BUS STOP 58521,1.448056,103.832675,10,YELLOWBOX,,N,SBW-0236
347,460420-2,1.327738,103.928857,5,RACKS,HDB,Y,BDK-0352
348,760204-1,1.430708,103.83606,10,RACKS,HDB,Y,YSH-0216
349,792409-1,1.389446,103.877091,3,RACKS,HDB,Y,SKG-049F
350,PUNGGOL CENTRAL BLOCK 163A_B_YB,1.395841,103.914012,6,YELLOWBOX,,Y,PGL-0146
351,BUS STOP 25821,1.317676,103.652329,10,YELLOWBOX,,N,TUS-002E
352,EUNOS ROAD 5 BLOCK 411_YB,1.318772,103.899404,6,YELLOWBOX,,Y,GYL-0033
353,530160-1,1.352116,103.8791,6,RACKS,HDB,Y,HOG-0141
354,520879-4,1.352196,103.93066,21,RACKS,HDB,Y,TPN-03C2
355,JURONG WEST STREET 65 BLOCK 667B_YB,1.340968,103.701961,9,YELLOWBOX,,Y,JRW-0521
356,730601-1,1.438689,103.796895,6,RACKS,HDB,Y,WLS-013E
357,380109-2,1.319412,103.884657,7,RACKS,HDB,Y,GYL-01A6
358,730741-3,1.444511,103.795939,6,RACKS,HDB,Y,WLS-013C
359,640712-1,1.342438,103.696165,3,RACKS,HDB,Y,JRW-02BD
360,640437-1,1.351798,103.72404,5,RACKS,HDB,Y,JRW-01C0
361,410108-2,1.324824,103.910117,8,RACKS,HDB,Y,BDK-00F6
362,730408-1,1.428855,103.772566,9,RACKS,HDB,Y,WLS-02F0
363,670457-1,1.388255,103.770796,4,RACKS,HDB,Y,BPJ-01DF
364,380096-1,1.32165,103.88518,3,RACKS,HDB,Y,GYL-0187
365,164020-2,1.285589,103.825772,8,RACKS,HDB,Y,BKM-02A1
366,YISHUN AVENUE 5 BLOCK 701B_YB,1.429824,103.827609,10,YELLOWBOX,,Y,YSH-00F8
367,643680-1,1.345005,103.705807,3,RACKS,HDB,Y,JRW-04C3
368,750317-2,1.445734,103.820185,5,RACKS,HDB,Y,SBW-00F5
369,530577-1,1.378637,103.884833,5,RACKS,HDB,Y,HOG-0067
370,560504-1,1.374841,103.849044,14,RACKS,HDB,Y,AMK-026C
371,460217-4,1.326734,103.933546,13,RACKS,HDB,Y,BDK-0317
372,BUS STOP 75161,1.35318,103.934532,10,YELLOWBOX,,N,TPN-0685
373,530691-1,1.376537,103.886512,5,RACKS,HDB,Y,HOG-02F4
374,530707-2,1.366344,103.888619,8,RACKS,HDB,Y,HOG-0308
375,ORCHID VILLAGE PLAYGROUND,1.33542,103.801656,10,YELLOWBOX,,N,
376,400014-2,1.323116,103.903232,4,RACKS,HDB,Y,GYL-0230
377,543309-1,1.391144,103.885594,6,RACKS,HDB,Y,SKG-03E5
378,691228_1,1.360847,103.733761,20,RACKS,HDB,Y,TEG-003A
379,BUS STOP 22361,1.341052,103.696062,10,YELLOWBOX,,N,JRW-051F
380,643685-1,1.342608,103.704237,3,RACKS,HDB,Y,JRW-04CC
381,BUS STOP 97141,1.352382,103.96788,10,YELLOWBOX,,N,CGI-0028
382,530569-1,1.377429,103.888268,5,RACKS,HDB,Y,HOG-025F
383,PUNGGOL WAY BLOCK 316A_4,1.409082,103.898313,26,RACKS,HDB,Y,PGL-0099
384,570443-1,1.358504,103.832549,3,RACKS,HDB,Y,BIS-01B8
385,821637-3,1.399837,103.914672,14,RACKS,HDB,Y,PGL-0205
386,520851-1,1.352871,103.935201,7,RACKS,HDB,Y,TPN-06E0
387,523497-3,1.35871,103.959044,7,RACKS,HDB,Y,TPN-0556
388,600403-3,1.32026,103.749589,21,RACKS,HDB,Y,JRE-0224
389,822267-1,1.404513,103.898252,6,RACKS,HDB,Y,PGL-02CB
390,460053-3,1.328384,103.919677,7,RACKS,HDB,Y,BDK-01F3
391,BUS STOP 78151,1.372677,103.960813,10,YELLOWBOX,,N,PSR-03AB
392,611175-3,1.331918,103.721709,12,RACKS,HDB,Y,JRW-0133
393,822679-1,1.406259,103.908442,10,RACKS,HDB,Y,PGL-023E
394,543250-1,1.392703,103.900015,5,RACKS,HDB,Y,SKG-0387
395,323108-3,1.320199,103.859024,4,RACKS,HDB,Y,KLG-0147
396,141090-1,1.300446,103.798874,12,RACKS,HDB,Y,QST-0130
397,760120-2,1.434709,103.829165,4,RACKS,HDB,Y,YSH-0070
398,730009_3,1.441257,103.776521,8,RACKS,HDB,Y,WLS-0018
399,530960-2,1.377107,103.878416,6,RACKS,HDB,Y,HOG-035F
400,HOLLAND PLAIN,1.32656,103.785926,10,YELLOWBOX,,N,BKT-0085
401,730760-2,1.446874,103.796681,26,RACKS,HDB,Y,WLS-03F7
402,641217-1,1.349898,103.711491,5,RACKS,HDB,Y,JRW-03AD
403,BUS STOP 68029,1.392925,103.872607,10,YELLOWBOX,,N,SKG-0631
404,BUS STOP 59269,1.43784,103.831336,16,YELLOWBOX,,N,YSH-0007
405,460043-7,1.321574,103.94182,12,RACKS,HDB,Y,BDK-01DA
406,460180-2,1.326805,103.940695,3,RACKS,HDB,Y,BDK-02E9
407,542335-1,1.398535,103.888509,4,RACKS,HDB,Y,SKG-033E
408,600020-1,1.323885,103.738857,3,RACKS,HDB,Y,JRE-006E
409,342110-2,1.334255,103.873111,10,RACKS,HDB,Y,TPY-0301
410,642675-3,1.345872,103.703617,4,RACKS,HDB,Y,JRW-045E
411,WOODLANDS AVENUE 5 BLOCK 359_YB,1.434116,103.783863,16,YELLOWBOX,,Y,WLS-0094
412,310227-2,1.33951,103.858358,13,RACKS,HDB,Y,TPY-01C3
413,680018-1,1.378445,103.753802,8,RACKS,HDB,Y,CCK-008A
414,380112-2,1.320419,103.885362,5,RACKS,HDB,Y,GYL-01AB
415,WOODLEIGH BI EXIT 3,1.339594,103.872037,12,RACKS,LTA,N,TPY-034B
416,731896_2,1.436707,103.792744,10,RACKS,HDB,Y,WLS-00EB
417,SIGLAP LINEAR PARK 2,1.313002,103.928113,11,YELLOWBOX,,N,BDK-058E
418,120516-1,1.308234,103.760453,4,RACKS,HDB,Y,CMT-0109
419,533470-2,1.378687,103.900891,5,RACKS,HDB,Y,HOG-03D1
420,543296-1,1.397723,103.899727,8,RACKS,HDB,Y,SKG-03CA
421,640453-1,1.351308,103.717344,5,RACKS,HDB,Y,JRW-01D2
422,BUS STOP 26419,1.288916,103.633128,10,YELLOWBOX,,N,TUS-0045
423,543257-4,1.392856,103.896307,5,RACKS,HDB,Y,SKG-00C0
424,SERANGOON AVENUE 3 BLOCK 331_YB,1.350264,103.869952,6,YELLOWBOX,,Y,SRG-0054
425,520708-3,1.358071,103.936552,8,RACKS,HDB,Y,
426,341112-1,1.335441,103.873302,8,RACKS,HDB,Y,TPY-030A
427,680763-1,1.392961,103.748433,2,RACKS,HDB,Y,CCK-0279
428,HOUGANG STREET 61 BLOCK 698B_YB,1.375038,103.887977,10,YELLOWBOX,,Y,HOG-0076
429,650403-2,1.365213,103.744645,6,RACKS,HDB,Y,BKB-0147
430,520469-3,1.360341,103.954856,8,RACKS,HDB,Y,TPN-02AF
431,510554-1,1.368189,103.953208,5,RACKS,HDB,Y,PSR-028D
432,530913-1,1.378001,103.884241,8,RACKS,HDB,Y,HOG-032C
433,460525-1,1.33467,103.929736,5,RACKS,HDB,Y,BDK-03C6
434,760274-3,1.437287,103.838517,10,RACKS,HDB,Y,YSH-06BE
435,822122-3,1.394038,103.909689,10,RACKS,HDB,Y,PGL-026A
436,601221-2,1.340708,103.735999,4,RACKS,HDB,Y,JRE-024B
437,LAVENDER MRT YB_1,1.307765,103.862807,10,YELLOWBOX,,N,KLG-0231
438,640722-1,1.343623,103.698046,12,RACKS,HDB,Y,JRW-02CA
439,510554-4,1.368496,103.952943,20,RACKS,HDB,Y,PSR-028F
440,123210_2,1.32326,103.763367,18,RACKS,HDB,Y,CMT-01AA
441,650115-1,1.349266,103.746687,7,RACKS,HDB,Y,BKB-006F
442,530444-5,1.379477,103.894015,10,RACKS,HDB,Y,HOG-01E4
443,751357-1,1.450038,103.816865,6,RACKS,HDB,Y,SBW-0114
444,470772-11,1.336401,103.937712,7,RACKS,HDB,Y,BDK-0574
445,151076-1,1.288636,103.81701,5,RACKS,HDB,Y,BKM-01B5
446,760442-1,1.423531,103.845351,57,RACKS,HDB,Y,YSH-004E
447,460521-3,1.330202,103.926837,15,RACKS,HDB,Y,BDK-03B1
448,BUS STOP 24461,1.297213,103.666202,10,YELLOWBOX,,N,PIO-0045
449,560608-1,1.378842,103.837139,10,RACKS,HDB,Y,AMK-009A
450,560206-2,1.366415,103.843582,10,RACKS,HDB,Y,AMK-013B
451,330063-4,1.321224,103.86797,10,RACKS,HDB,Y,KLG-0199
452,643197-3,1.343344,103.713668,5,RACKS,HDB,Y,JRW-048F
453,ANG MO KIO AVENUE 3 BLOCK 572_YB,1.370212,103.856159,13,YELLOWBOX,,Y,AMK-0081
454,822602-3,1.402908,103.906783,10,RACKS,HDB,Y,PGL-02FD
455,520405-2,1.357815,103.944841,12,RACKS,HDB,Y,TPN-0247
456,760354-3,1.425753,103.845327,12,RACKS,HDB,Y,YSH-02EF
457,SERANGOON AVENUE 3 BLOCK 234_YB,1.354843,103.869377,6,YELLOWBOX,,Y,SRG-0046
458,370065-2,1.327489,103.886938,2,RACKS,HDB,Y,GYL-013B
459,YISHUN RING ROAD BLOCK 449_YB,1.422657,103.844367,9,YELLOWBOX,,Y,YSH-035B
460,330073-3,1.322961,103.870404,12,RACKS,HDB,Y,KLG-01AC
461,822618-2,1.401537,103.912161,12,RACKS,HDB,Y,PGL-030C
462,521862-2,1.355193,103.936238,20,RACKS,HDB,Y,TPN-04C4
463,462027-1,1.324074,103.934722,2,RACKS,HDB,Y,BDK-0463
464,822682-1,1.403601,103.915822,1,RACKS,HDB,Y,PGL-0363
465,510767-1,1.375553,103.936003,8,RACKS,HDB,Y,PSR-034F
466,520872-3,1.354248,103.932263,34,RACKS,HDB,Y,TPN-03AE
467,BUS STOP 31011,1.360092,103.69372,10,YELLOWBOX,,N,WWC-000D
468,643659-2,1.336576,103.701649,4,RACKS,HDB,Y,JRW-04A6
469,793471-2,1.395849,103.881653,5,RACKS,HDB,Y,SKG-05F6
470,601372_1,1.348775,103.732182,12,RACKS,HDB,Y,JRE-02E8
471,341102-3,1.337187,103.872019,14,RACKS,HDB,Y,TPY-02E8
472,600037-1,1.320456,103.743042,2,RACKS,HDB,N,JRE-00AC
473,652194-1,1.345235,103.74491,20,RACKS,HDB,Y,BKB-01BF
474,440018-2,1.303203,103.914636,7,RACKS,HDB,Y,MRP-0090
475,330022-3,1.318213,103.861343,4,RACKS,HDB,Y,KLG-0169
476,ANG MO KIO AVENUE 4 BLOCK 172_YB,1.374949,103.836325,16,YELLOWBOX,,N,AMK-0420
477,760436-3,1.421381,103.845797,7,RACKS,HDB,Y,YSH-033E
478,QUEENSTOWN LIBRARY,1.298479,103.80539,4,RACKS,NLB,Y,QST-01CA
479,730212-1,1.446244,103.773247,4,RACKS,HDB,Y,WLS-05B0
480,610115_3,1.333811,103.724863,20,YELLOWBOX,,N,JRW-0646
481,680546-2,1.393024,103.74332,12,RACKS,HDB,Y,CCK-020A
482,JOO SENG ROAD BLOCK 11_YB,1.335045,103.88062,10,YELLOWBOX,,Y,TPY-0040
483,750476-1,1.451588,103.817026,5,RACKS,HDB,Y,SBW-014D
484,142027-2,1.298455,103.79976,5,RACKS,HDB,N,QST-0134
485,643660-1,1.336614,103.703662,3,RACKS,HDB,Y,JRW-04A7
486,520895-3,1.347526,103.932119,18,RACKS,HDB,Y,TPN-03DF
487,653439_1,1.35792,103.73871,8,RACKS,HDB,Y,BKB-02E1
488,BUS STOP 78109,1.375419,103.9547,10,YELLOWBOX,LTA,N,PSR-0022
489,520271-2,1.349943,103.949887,14,RACKS,HDB,Y,
490,BUS STOP 54451,1.37722,103.840321,10,YELLOWBOX,,N,AMK-03C9
491,BUS STOP 23291,1.303756,103.679321,10,YELLOWBOX,,N,PIO-005F
492,542192-1,1.394081,103.90307,5,RACKS,HDB,Y,SKG-0278
493,BUS STOP 55059,1.392069,103.849002,16,YELLOWBOX,,N,AMK-0023
494,ADMIRALTY MRT D3,1.441033,103.801901,36,RACKS,MRT,N,WLS-0253
495,LORONG LEW LIAN BLOCK 5_YB,1.350218,103.877063,6,YELLOWBOX,,Y,SRG-0020
496,542325-3,1.392843,103.891042,6,RACKS,HDB,Y,SKG-0326
497,320084-2,1.323156,103.857074,5,RACKS,HDB,Y,NOV-0014
498,PASIR PANJANG MRT_YB,1.275907,103.791906,10,YELLOWBOX,,N,QST-01CB
499,FAJAR ROAD BLOCK 454,1.384507,103.771235,18,RACKS,HDB,Y,BPJ-0007
500,752129-2,1.444772,103.833291,20,RACKS,HDB,Y,SBW-01BB
501,681816-4,1.376179,103.748942,6,RACKS,HDB,Y,CCK-02BC
502,670243-2,1.380406,103.771462,6,RACKS,HDB,Y,BPJ-0077
503,681165-3,1.382782,103.753407,6,RACKS,HDB,Y,CCK-0286
504,520941-1,1.349352,103.94046,3,RACKS,HDB,Y,TPN-0423
505,470115-2,1.330706,103.908603,8,RACKS,HDB,Y,BDK-0498
506,763511-1,1.415343,103.842517,3,RACKS,HDB,Y,YSH-0595
507,543268-4,1.384675,103.896138,8,RACKS,HDB,Y,SKG-00AA
508,824256-3,1.405024,103.895979,28,RACKS,HDB,Y,PGL-047A
509,HOUGANG CENTRAL BLOCK 805_YB,1.370367,103.894344,16,YELLOWBOX,,N,
510,GEYLANG EAST AVENUE 1 BLOCK 126_YB,1.317931,103.8868,6,YELLOWBOX,,Y,GYL-00AB
511,WOODLANDS DRIVE 50 BLOCK 889C_YB,1.437917,103.792652,10,YELLOWBOX,,Y,WLS-04C2
512,WOODLANDS STREET 83 BLOCK 831_YB,1.439561,103.791478,8,YELLOWBOX,,Y,WLS-0231
513,671443-3,1.381566,103.769635,8,RACKS,HDB,Y,BPJ-02D8
514,525497-5,1.360287,103.959731,9,RACKS,HDB,Y,TPN-059D
515,YISHUN CENTRAL BLOCK 209_YB,1.431345,103.838096,14,YELLOWBOX,,Y,YSH-0128
516,BUS STOP 76429,1.353724,103.95948,10,YELLOWBOX,,N,TPN-06D0
517,761674-1,1.42071,103.843006,12,RACKS,HDB,Y,YSH-0515
518,BUS STOP 44129,1.377507,103.750714,10,YELLOWBOX,,N,CCK-033B
519,164119-3,1.28177,103.828145,6,RACKS,HDB,Y,BKM-02A6
520,360018-1,1.336777,103.881237,5,RACKS,HDB,Y,TPY-028F
521,BUS STOP 91069,1.300702,103.893301,12,YELLOWBOX,,N,MRP-0114
522,730763-1,1.445271,103.795808,7,RACKS,HDB,Y,WLS-03FC
523,534473-1,1.376808,103.901707,4,RACKS,HDB,Y,HOG-03EB
524,MENCAST SUBSEA,1.306116,103.731346,16,YELLOWBOX,,N,JRE-0062
525,BUS STOP 64079,1.374988,103.897802,10,YELLOWBOX,,N,HOG-0476
526,JALAN TENTERUM BLOCK 116_YB,1.327943,103.861292,33,YELLOWBOX,,Y,NOV-00AD
527,BUS STOP 76459,1.352099,103.958562,10,YELLOWBOX,,N,TPN-06B1
528,760860-1,1.417645,103.839976,2,RACKS,HDB,Y,YSH-04A9
529,520244-1,1.353801,103.947325,4,RACKS,HDB,Y,TPN-0155
530,CLEMENTI STREET 13 BLOCK 118_YB,1.324873,103.772199,11,YELLOWBOX,,Y,CMT-0072
531,520899-2,1.346491,103.935554,8,RACKS,HDB,Y,TPN-03E8
532,530321-1,1.367093,103.898448,3,RACKS,HDB,Y,HOG-018A
533,522168-1,1.342612,103.958748,6,RACKS,HDB,Y,TPN-04FD
534,BUS STOP 20061,1.323945,103.742814,10,YELLOWBOX,,N,JRE-0291
535,640471-1,1.348551,103.722378,8,RACKS,HDB,Y,JRW-01F2
536,521629-2,1.363187,103.942048,4,RACKS,HDB,Y,TPN-07CD
537,760872-2,1.413511,103.837024,6,RACKS,HDB,Y,YSH-04BF
538,AMK AUTOPOINT,1.377365,103.86929,25,YELLOWBOX,,N,SRG-01D4
539,521662_1,1.369087,103.933542,24,RACKS,HDB,Y,TPN-07F9
540,821419-1,1.417817,103.901541,18,RACKS,HDB,Y,PGL-0520
541,522612-1,1.365405,103.935874,18,RACKS,HDB,Y,TPN-0728
542,520226-4,1.342612,103.957108,6,RACKS,HDB,Y,TPN-011B
543,BUS STOP 92159,1.30978,103.916648,7,YELLOWBOX,,N,BDK-05A6
544,530529-1,1.37547,103.890554,5,RACKS,HDB,Y,HOG-0230
545,763512-1,1.415063,103.842805,8,RACKS,HDB,Y,YSH-0598
546,JURONG WEST STREET 41 BLOCK 460_YB,1.349858,103.720492,10,YELLOWBOX,,Y,JRW-0049
547,350101-5,1.333228,103.868359,8,RACKS,HDB,Y,TPY-0307
548,TAMPINES WEST MRT A3,1.345637,103.93815,20,RACKS,MRT,N,TPN-0069
549,STRATHMORE AVENUE BLOCK 80_YB,1.294683,103.809827,12,YELLOWBOX,,Y,QST-004A
550,761467_1,1.426112,103.850876,20,RACKS,HDB,Y,YSH-0705
551,YISHUN AVENUE 2 BLOCK 758_YB,1.426031,103.834048,13,YELLOWBOX,,Y,YSH-0424
552,680152-1,1.378847,103.758197,18,RACKS,HDB,Y,CCK-0389
553,BUS STOP 52219,1.338422,103.841828,16,YELLOWBOX,,N,TPY-000D
554,102090-1,1.27721,103.806841,4,RACKS,HDB,Y,BKM-015F
555,644659-2,1.336548,103.702666,3,RACKS,HDB,Y,JRW-04F3
556,570106-1,1.346123,103.847546,6,RACKS,HDB,Y,BIS-0071
557,271008-1,1.306747,103.794577,4,RACKS,HDB,Y,QST-0185
558,JURONG WEST STREET 65 BLOCK 674_YB-2,1.344565,103.702538,22,YELLOWBOX,,N,JRW-03E3
559,560430-1,1.369048,103.852686,4,RACKS,HDB,Y,AMK-03E1
560,YISHUN STREET 22 BLOCK 269_YB,1.437142,103.840314,16,YELLOWBOX,,Y,YSH-008E
561,BUKIT PANJANG ROAD BLOCK 240_YB,1.37936,103.771306,16,YELLOWBOX,,Y,BPJ-0074
562,TOH YI DRIVE BLOCK 13_YB,1.338782,103.772088,16,YELLOWBOX,,Y,BKT-002D
563,560427-5,1.369447,103.854159,9,RACKS,HDB,Y,AMK-0205
564,330058-2,1.323273,103.868081,4,RACKS,HDB,Y,KLG-0184
565,760291-3,1.43561,103.836535,13,RACKS,HDB,N,YSH-028E
566,MAXWELL MRT_A,1.280437,103.843349,72,RACKS,MRT,N,OUT-005D
567,URA_YB2,1.279661,103.84492,10,YELLOWBOX,,N,DTC-0027
568,BUS STOP 18131,1.28917,103.792193,10,YELLOWBOX,,N,QST-01D8
569,MARYMOUNT MRT YB_7,1.347925,103.840056,13,YELLOWBOX,,N,BIS-0043
570,370063-1,1.326755,103.886654,2,RACKS,HDB,Y,GYL-0136
571,TUAS WEST ROAD MRT B1,1.329852,103.640183,8,RACKS,MRT,N,TUS-0010
572,522952_1,1.343328,103.936166,14,RACKS,HDB,Y,TPN-07E6
573,CHOA CHU KANG CRESCENT BLOCK 675_YB,1.401619,103.746134,10,YELLOWBOX,,Y,CCK-025B
574,470768-1,1.335691,103.937173,10,RACKS,HDB,Y,BDK-0552
575,542157-1,1.387727,103.908279,4,RACKS,HDB,Y,SKG-025E
576,121210_1,1.321753,103.762898,16,RACKS,HDB,Y,CMT-01BA
577,141085-2,1.295094,103.810344,5,RACKS,HDB,N,QST-0125
578,COMPASSVALE LANE BLOCK 210A_YB,1.384993,103.900046,10,YELLOWBOX,,Y,SKG-00B0
579,520269-4,1.350864,103.947641,6,RACKS,HDB,Y,
580,YISHUN PARK (BLOCK 3),1.426027,103.841233,5,RACKS,NPARKS,N,YSH-0182
581,510273-3,1.364724,103.964,9,RACKS,HDB,Y,PSR-0183
582,460033-5,1.322825,103.939064,12,RACKS,HDB,Y,BDK-019B
583,822267-3,1.404548,103.898161,10,RACKS,HDB,Y,PGL-02CC
584,BUS STOP 60061,1.322662,103.874089,10,YELLOWBOX,,N,GYL-0357
585,400330-1,1.326715,103.904346,10,RACKS,HDB,Y,GYL-0284
586,471613-4,1.332562,103.917771,6,RACKS,HDB,Y,BDK-0585
587,460072-3,1.3203,103.943792,7,RACKS,HDB,Y,BDK-020B
588,520322-1,1.350886,103.958119,6,RACKS,HDB,Y,TPN-01E6
589,823602-2,1.402684,103.907137,10,RACKS,HDB,Y,PGL-03FB
590,BUS STOP 16141,1.297665,103.76957,10,YELLOWBOX,,N,CMT-0183
591,THOMSON ROAD (NEAR FUN'S GARDEN),1.33569,103.836894,13,YELLOWBOX,,N,TPY-0295
592,460130-5,1.32712,103.936694,8,RACKS,HDB,Y,BDK-02BB
593,SERANGOON CENTRAL BLOCK 419_YB,1.349494,103.876185,6,YELLOWBOX,,Y,SRG-0145
594,560637-1,1.380288,103.841965,18,RACKS,HDB,Y,AMK-02FB
595,KRANJI MARSHES,1.420127,103.719905,10,YELLOWBOX,,N,LCK-0008
596,460507-3,1.333032,103.932904,8,RACKS,HDB,Y,BDK-038F
597,822614-1,1.403144,103.910116,4,RACKS,HDB,Y,PGL-030A
598,311099-1,1.338814,103.846946,5,RACKS,HDB,Y,TPY-0200
599,530665-2,1.374096,103.884232,5,RACKS,HDB,Y,HOG-02CF
600,530308-2,1.366768,103.895676,9,RACKS,HDB,Y,HOG-0176
601,460105-1,1.333752,103.936629,8,RACKS,HDB,Y,BDK-026F
602,640865-2,1.350152,103.695383,10,RACKS,HDB,Y,JRW-0366
603,460406-2,1.328166,103.934552,9,RACKS,HDB,Y,BDK-0330
604,652461_1,1.35563,103.74008,10,RACKS,HDB,Y,BKB-0289
605,653450-1,1.352292,103.743974,4,RACKS,HDB,Y,BKB-020E
606,460405-1,1.328724,103.934093,6,RACKS,HDB,Y,BDK-032D
607,640836-2,1.342853,103.693648,5,RACKS,HDB,Y,JRW-032E
608,820183-1,1.398725,103.909814,6,RACKS,HDB,Y,PGL-00D1
609,YISHUN AVENUE 4 BLOCK 652_YB,1.423778,103.84009,13,YELLOWBOX,,Y,YSH-00F1
610,522842-1,1.351097,103.937082,6,RACKS,HDB,Y,TPN-052F
611,WOODLANDS RING ROAD BLOCK 667A_YB,1.438768,103.797883,21,YELLOWBOX,,Y,WLS-017A
612,520842-1,1.351789,103.935769,23,RACKS,HDB,Y,TPN-0365
613,680620-1,1.399778,103.747124,11,RACKS,HDB,Y,CCK-0237
614,BUS STOP 52479,1.327507,103.845926,5,YELLOWBOX,,N,NOV-00D0
615,310128-3,1.337697,103.844391,10,RACKS,HDB,N,TPY-0135
616,BUS STOP 26431,1.294426,103.636378,10,YELLOWBOX,,N,TUS-003B
617,560256-3,1.370571,103.835714,8,RACKS,HDB,Y,AMK-0061
618,210043-1,1.315312,103.849443,5,RACKS,HDB,Y,KLG-00C2
619,520231-2,1.343439,103.956887,6,RACKS,HDB,Y,TPN-0132
620,791414-4,1.38959,103.879711,12,RACKS,HDB,Y,SKG-04B1
621,BUS STOP 67109,1.390992,103.900094,16,YELLOWBOX,,N,SKG-001F
622,MARSILING DRIVE BLOCK 10_YB,1.44085,103.777375,16,YELLOWBOX,,Y,WLS-0596
623,460002-4,1.321214,103.932917,11,RACKS,HDB,Y,BDK-0135
624,540248-3,1.392146,103.898466,4,RACKS,HDB,Y,SKG-0158
625,460123-1,1.328936,103.937346,4,RACKS,HDB,Y,BDK-02A5
626,730879-1,1.44489,103.792201,13,RACKS,HDB,Y,WLS-047A
627,524498-1,1.362091,103.958481,9,RACKS,HDB,Y,TPN-05A1
628,733784-1,1.445997,103.805333,18,RACKS,HDB,Y,WLS-00FB
629,681813-1,1.374231,103.744719,18,RACKS,HDB,Y,CCK-02B7
630,823662-4,1.401339,103.918461,12,RACKS,HDB,Y,PGL-042A
631,BUS STOP 77019,1.373687,103.943651,20,YELLOWBOX,,N,PSR-0002
632,670529-2,1.385982,103.764627,7,RACKS,HDB,Y,BPJ-00E7
633,541211-1,1.384764,103.899073,6,RACKS,HDB,Y,SKG-0283
634,ONEPUNGGOL_2,1.407773,103.905194,16,RACKS,PA,N,PGL-052B
635,530629-1,1.369843,103.880993,5,RACKS,HDB,Y,HOG-029A
636,330059-1,1.3226,103.868184,3,RACKS,HDB,Y,KLG-0188
637,520362-1,1.35623,103.961411,6,RACKS,HDB,Y,TPN-0217
638,822122-1,1.394045,103.909661,4,RACKS,HDB,Y,PGL-0269
639,522487-3,1.359975,103.958228,10,RACKS,HDB,Y,TPN-0509
640,523230-2,1.356194,103.949512,6,RACKS,HDB,Y,TPN-0542
641,UPPER CHANGI MRT B,1.341361,103.961694,140,RACKS,MRT,N,TPN-0072
642,310193-1,1.331456,103.851124,8,RACKS,HDB,N,TPY-017F
643,550520-1,1.371706,103.873385,10,RACKS,HDB,Y,SRG-0174
644,523663_1,1.369794,103.934579,24,RACKS,HDB,Y,TPN-07FB
645,650142-1,1.349822,103.743078,12,RACKS,HDB,Y,BKB-0085
646,560177-2,1.375938,103.837824,9,RACKS,HDB,Y,AMK-0122
647,570290-3,1.35626,103.844954,7,RACKS,HDB,Y,BIS-016D
648,760223-2,1.434423,103.835778,10,RACKS,HDB,Y,YSH-0232
649,390045-3,1.308741,103.88448,11,RACKS,HDB,Y,GYL-0072
650,510507-3,1.376639,103.944627,8,RACKS,HDB,Y,PSR-0244
651,522515-1,1.356998,103.938589,8,RACKS,HDB,N,TPN-04B5
652,YISHUN STREET 11 BLOCK 161_YB,1.432713,103.833114,10,YELLOWBOX,,N,YSH-01FD
653,320029-3,1.325322,103.858648,15,RACKS,HDB,Y,NOV-003D
654,610156-1,1.328122,103.721662,1,RACKS,HDB,Y,JRW-00BE
655,730823-1,1.440763,103.789634,20,RACKS,HDB,Y,WLS-0438
656,ANG MO KIO AVENUE 3 BLOCK 129_YB,1.369924,103.841689,16,YELLOWBOX,,Y,AMK-0046
657,JURONG EAST STREET 32 BLOCK 312_YB,1.346922,103.732057,10,YELLOWBOX,,Y,JRE-0006
658,JURONG EAST STREET 31 BLOCK 319_YB,1.347967,103.730429,9,YELLOWBOX,,Y,JRE-003A
659,310053-1,1.337789,103.850754,3,RACKS,HDB,Y,TPY-0011
660,523492-2,1.363551,103.954049,12,RACKS,HDB,Y,
661,BUS STOP 21301,1.318442,103.709928,10,YELLOWBOX,,N,
662,470766-3,1.336239,103.936327,5,RACKS,HDB,Y,BDK-0548
